id,run_id,query,title,url,snippet,domain,rank,raw_json
11,1,Kehrmaschine,Kehrmaschine (2026) zum Bestpreis,https://www.idealo.de/preisvergleich/ProductCategory/13079.html,Kehrmaschine Preise vergleichen und günstig kaufen bei idealo.de ✓ 267 Produkte ✓ Große Auswahl an Marken ✓ Bewertungen & Testberichte.,idealo.de,3,"{""title"": ""Kehrmaschine (2026) zum Bestpreis"", ""url"": ""https://www.idealo.de/preisvergleich/ProductCategory/13079.html"", ""snippet"": ""Kehrmaschine Preise vergleichen und günstig kaufen bei idealo.de ✓ 267 Produkte ✓ Große Auswahl an Marken ✓ Bewertungen & Testberichte."", ""query"": ""Kehrmaschine""}"
12,1,Kehrmaschine,Kehrmaschinen,https://wematik.de/land-gartentechnik/kehrmaschinen/,"Entdecken Sie die leistungsstarken Kehrmaschinen von Wematik für Straßen, Höfe und Lagerhallen. Robuste Bauweise, vielseitige Anbaumöglichkeiten und …",wematik.de,4,"{""title"": ""Kehrmaschinen"", ""url"": ""https://wematik.de/land-gartentechnik/kehrmaschinen/"", ""snippet"": ""Entdecken Sie die leistungsstarken Kehrmaschinen von Wematik für Straßen, Höfe und Lagerhallen. Robuste Bauweise, vielseitige Anbaumöglichkeiten und …"", ""query"": ""Kehrmaschine""}"
13,1,Kehrmaschine,Kehrmaschinen für Schmutz und Schnee bis -46% Rabatt,https://motorland.de/collections/kehrmaschinen-fuer-schmutz-und-schnee,"172 verschiedene Kehrmaschinen für Schmutz und Schnee zum BestPreis von 85,00,- bis 15.699,00,- (05.02.2026) MotorLand.de ✓ Europas größter ...",motorland.de,5,"{""title"": ""Kehrmaschinen für Schmutz und Schnee bis -46% Rabatt"", ""url"": ""https://motorland.de/collections/kehrmaschinen-fuer-schmutz-und-schnee"", ""snippet"": ""172 verschiedene Kehrmaschinen für Schmutz und Schnee zum BestPreis von 85,00,- bis 15.699,00,- (05.02.2026) MotorLand.de ✓ Europas größter ..."", ""query"": ""Kehrmaschine""}"
14,1,Kehrmaschine,Hochwertige Kehrmaschinen für die robuste Bodenreinigung,https://www.columbus-clean.com/kehrmaschinen/,Unser umfangreiches Produktangebot umfasst für maximal effektive Reinigung Handkehrmaschinen elektrisch und manuell und Aufsitzkehrmaschinen.,columbus-clean.com,6,"{""title"": ""Hochwertige Kehrmaschinen für die robuste Bodenreinigung"", ""url"": ""https://www.columbus-clean.com/kehrmaschinen/"", ""snippet"": ""Unser umfangreiches Produktangebot umfasst für maximal effektive Reinigung Handkehrmaschinen elektrisch und manuell und Aufsitzkehrmaschinen."", ""query"": ""Kehrmaschine""}"
15,1,Kehrmaschine,Kehrmaschine – Wikipedia,https://de.wikipedia.org/wiki/Kehrmaschine,Eine Kehrmaschine ist ein Arbeitsgerät zum Aufnehmen von Verunreinigungen. Sie ist entweder auf ein Lkw-Fahrgestell aufgebaut oder als Anbaugerät an Kommunal- ...,wikipedia.org,7,"{""title"": ""Kehrmaschine – Wikipedia"", ""url"": ""https://de.wikipedia.org/wiki/Kehrmaschine"", ""snippet"": ""Eine Kehrmaschine ist ein Arbeitsgerät zum Aufnehmen von Verunreinigungen. Sie ist entweder auf ein Lkw-Fahrgestell aufgebaut oder als Anbaugerät an Kommunal- ..."", ""query"": ""Kehrmaschine""}"
16,1,Kehrmaschine,Kehrmaschine für Garten und Haus,https://fuxtec.de/collections/kehrmaschinen,Kehrmaschinen im FUXTEC Onlineshop kaufen: ✓ Multifunktional für alle Jahreszeiten ✓ Benzinbetrieben ✓ Schnelle Lieferung.,fuxtec.de,8,"{""title"": ""Kehrmaschine für Garten und Haus"", ""url"": ""https://fuxtec.de/collections/kehrmaschinen"", ""snippet"": ""Kehrmaschinen im FUXTEC Onlineshop kaufen: ✓ Multifunktional für alle Jahreszeiten ✓ Benzinbetrieben ✓ Schnelle Lieferung."", ""query"": ""Kehrmaschine""}"
17,1,Kehrmaschine,Wie funktioniert eine Kehrmaschine? | DieMaus | WDR,https://www.youtube.com/watch?v=_GZUCJuyJeU,"Als Johannes über den Marktplatz geht, wird dort gerade der große Müll weggeräumt. Richtig sauber sind Straßen und Plätze aber erst, ...",youtube.com,9,"{""title"": ""Wie funktioniert eine Kehrmaschine? | DieMaus | WDR"", ""url"": ""https://www.youtube.com/watch?v=_GZUCJuyJeU"", ""snippet"": ""Als Johannes über den Marktplatz geht, wird dort gerade der große Müll weggeräumt. Richtig sauber sind Straßen und Plätze aber erst, ..."", ""query"": ""Kehrmaschine""}"
18,1,Gewerbestaubsauger,Hotelstaubsauger für professionelle Anwendungen,https://maschinox.de/gewerbesauger/hotelstaubsauger/,"Bei Maschinox erhalten Sie professionelle Staubsauger für gewerbliche Anwendungen von allen wichtigen Markenherstellern wie Lindhaus, Kärcher, Sprint…",maschinox.de,1,"{""title"": ""Hotelstaubsauger für professionelle Anwendungen"", ""url"": ""https://maschinox.de/gewerbesauger/hotelstaubsauger/"", ""snippet"": ""Bei Maschinox erhalten Sie professionelle Staubsauger für gewerbliche Anwendungen von allen wichtigen Markenherstellern wie Lindhaus, Kärcher, Sprint…"", ""query"": ""Gewerbestaubsauger""}"
19,1,Gewerbestaubsauger,Suchergebnis Auf Amazon.de Für: Gewerbe Staubsauger,https://www.amazon.de/gewerbe-staubsauger/s?k=gewerbe+staubsauger,"Kärcher Sauger T 11/1 Classic, Leichter Staubsauger, Behälter: 11 l, Leistung: 850 W, Schalldruckpegel: 61 db(A), Gewicht: 3,9 kg, Kabel: 7,5 m, Permanent- ...",amazon.de,2,"{""title"": ""Suchergebnis Auf Amazon.de Für: Gewerbe Staubsauger"", ""url"": ""https://www.amazon.de/gewerbe-staubsauger/s?k=gewerbe+staubsauger"", ""snippet"": ""Kärcher Sauger T 11/1 Classic, Leichter Staubsauger, Behälter: 11 l, Leistung: 850 W, Schalldruckpegel: 61 db(A), Gewicht: 3,9 kg, Kabel: 7,5 m, Permanent- ..."", ""query"": ""Gewerbestaubsauger""}"
20,1,Gewerbestaubsauger,Effektive Gewerbestaubsauger - Bürst- und Wassersauger,https://www.columbus-clean.com/gewerbesauger/,"Der Allrounder Staubsauger in neuem Design mit 11 l Vliesbeutel. Stabil, wendig und leise. Mit 56 dB(A) ist er ideal für geräuschsensible Einsätze.",columbus-clean.com,3,"{""title"": ""Effektive Gewerbestaubsauger - Bürst- und Wassersauger"", ""url"": ""https://www.columbus-clean.com/gewerbesauger/"", ""snippet"": ""Der Allrounder Staubsauger in neuem Design mit 11 l Vliesbeutel. Stabil, wendig und leise. Mit 56 dB(A) ist er ideal für geräuschsensible Einsätze."", ""query"": ""Gewerbestaubsauger""}"
21,1,Gewerbestaubsauger,Bürostaubsauger kaufen,https://www.jh-profishop.de/umwelt/reinigung/industriestaubsauger/buerostaubsauger/?srsltid=AfmBOorfhviu6SO9Oq7tLuKWKtp3XJdcOBlKQPGdXUjfA564zm2G60Sg,"Profi-Staubsauger für Hotel, Gewerbe & Büro ✓ für Teppiche, Laminat & Fliesen geeignet ✓ hohe Leistung ✓ HEPA-Filter ▷ Staubsauger bestellen!",jh-profishop.de,4,"{""title"": ""Bürostaubsauger kaufen"", ""url"": ""https://www.jh-profishop.de/umwelt/reinigung/industriestaubsauger/buerostaubsauger/?srsltid=AfmBOorfhviu6SO9Oq7tLuKWKtp3XJdcOBlKQPGdXUjfA564zm2G60Sg"", ""snippet"": ""Profi-Staubsauger für Hotel, Gewerbe & Büro ✓ für Teppiche, Laminat & Fliesen geeignet ✓ hohe Leistung ✓ HEPA-Filter ▷ Staubsauger bestellen!"", ""query"": ""Gewerbestaubsauger""}"
22,1,Gewerbestaubsauger,SEBO Gewerbestaubsauger,https://www.staubsauger-portal.com/Sebo/Staubsauger/Gewerbestaubsauger,"SEBO HEPA Filtration, 46 cm Arbeitsbreite, manuelle Höheneinstellung, Handsaugrohr mit Teleskopschlauch, 2-motorig, 5,0 l Filtertüte. SEBO XP20: S-Klasse ...",staubsauger-portal.com,5,"{""title"": ""SEBO Gewerbestaubsauger"", ""url"": ""https://www.staubsauger-portal.com/Sebo/Staubsauger/Gewerbestaubsauger"", ""snippet"": ""SEBO HEPA Filtration, 46 cm Arbeitsbreite, manuelle Höheneinstellung, Handsaugrohr mit Teleskopschlauch, 2-motorig, 5,0 l Filtertüte. SEBO XP20: S-Klasse ..."", ""query"": ""Gewerbestaubsauger""}"
23,1,Gewerbestaubsauger,Industriestaubsauger Test und Vergleich 2026,https://www.welt.de/vergleich/industriestaubsauger/,Die meisten Industriestaubsauger weisen eine Leistung von mindestens 1.000 Watt auf. Eine integrierte Steckdose oder eine Blasfunktion erweitern die Nutzung des ...,welt.de,6,"{""title"": ""Industriestaubsauger Test und Vergleich 2026"", ""url"": ""https://www.welt.de/vergleich/industriestaubsauger/"", ""snippet"": ""Die meisten Industriestaubsauger weisen eine Leistung von mindestens 1.000 Watt auf. Eine integrierte Steckdose oder eine Blasfunktion erweitern die Nutzung des ..."", ""query"": ""Gewerbestaubsauger""}"
24,1,Gewerbestaubsauger,Nilfisk Gewerbesauger – Saubere Lösungen für Betrieb & ...,https://www.nilfisk-reiniger.de/sauger/gewerbesauger/,"Die Gewerbesauger von Nilfisk zeichnen sich durch ihre überragende Saugleistung, effiziente Filterung und kompakte Bauform aus. Schon bei der Entwicklung ...",nilfisk-reiniger.de,7,"{""title"": ""Nilfisk Gewerbesauger – Saubere Lösungen für Betrieb & ..."", ""url"": ""https://www.nilfisk-reiniger.de/sauger/gewerbesauger/"", ""snippet"": ""Die Gewerbesauger von Nilfisk zeichnen sich durch ihre überragende Saugleistung, effiziente Filterung und kompakte Bauform aus. Schon bei der Entwicklung ..."", ""query"": ""Gewerbestaubsauger""}"
25,1,Gewerbestaubsauger,Gewerbestaubsauger für große Flächen Nilfisk - AgriEuro,https://www.agrieuro.de/nilfisk/gewerbestaubsauger-fur-grobe-flachen-nilfisk-x-574_109_487_2379.html,"Die gesamte Palette von 5 Modellen Gewerbestaubsauger für große Flächen von Nilfisk , mit Preisen ab nur € 295.01 , ist sofort lieferbar und mit kostenlosem ...",agrieuro.de,8,"{""title"": ""Gewerbestaubsauger für große Flächen Nilfisk - AgriEuro"", ""url"": ""https://www.agrieuro.de/nilfisk/gewerbestaubsauger-fur-grobe-flachen-nilfisk-x-574_109_487_2379.html"", ""snippet"": ""Die gesamte Palette von 5 Modellen Gewerbestaubsauger für große Flächen von Nilfisk , mit Preisen ab nur € 295.01 , ist sofort lieferbar und mit kostenlosem ..."", ""query"": ""Gewerbestaubsauger""}"
26,1,Gewerbestaubsauger,Gewerbesauger für große Flächen - hohe Qualität,https://www.wisch-star.de/Gewerbesauger-Hotelstaubsauger,"Dieser Kessel kann je nach Modell 5 bis 20 Liter Fassungsvermögen haben und damit große Mengen Schmutz aufnehmen, bevor er geleert werden ...",wisch-star.de,9,"{""title"": ""Gewerbesauger für große Flächen - hohe Qualität"", ""url"": ""https://www.wisch-star.de/Gewerbesauger-Hotelstaubsauger"", ""snippet"": ""Dieser Kessel kann je nach Modell 5 bis 20 Liter Fassungsvermögen haben und damit große Mengen Schmutz aufnehmen, bevor er geleert werden ..."", ""query"": ""Gewerbestaubsauger""}"
27,1,Gewerbestaubsauger,Gewerbestaubsauger online kaufen,https://www.ebay.de/b/Gewerbestaubsauger/20614/bn_7005370335?srsltid=AfmBOoqP0G3KmO0sjQZThRNdZBwcBezBSQJM6_XkF8dbkINt0Rox9FI_,Große Auswahl neuer und gebrauchter Gewerbestaubsauger online entdecken bei eBay.de.,ebay.de,10,"{""title"": ""Gewerbestaubsauger online kaufen"", ""url"": ""https://www.ebay.de/b/Gewerbestaubsauger/20614/bn_7005370335?srsltid=AfmBOoqP0G3KmO0sjQZThRNdZBwcBezBSQJM6_XkF8dbkINt0Rox9FI_"", ""snippet"": ""Große Auswahl neuer und gebrauchter Gewerbestaubsauger online entdecken bei eBay.de."", ""query"": ""Gewerbestaubsauger""}"
28,1,Reinigungsroboter,Reinigungsroboter,https://www.kaercher.com/de/professional/reinigungsroboter.html,Ob zum autonomen Scheuersaugen oder Staubsaugen: Reinigungsroboter der KIRA-Plattform navigieren problemlos und sicher in weitläufigen oder komplexen Umgebungen ...,kaercher.com,1,"{""title"": ""Reinigungsroboter"", ""url"": ""https://www.kaercher.com/de/professional/reinigungsroboter.html"", ""snippet"": ""Ob zum autonomen Scheuersaugen oder Staubsaugen: Reinigungsroboter der KIRA-Plattform navigieren problemlos und sicher in weitläufigen oder komplexen Umgebungen ..."", ""query"": ""Reinigungsroboter""}"
29,1,Reinigungsroboter,Suchergebnis Auf Amazon.de Für: Reinigungsroboter,https://www.amazon.de/reinigungsroboter/s?k=reinigungsroboter,"Xiaomi Robot Vacuum X20+ Saugroboter mit Absaugstation und 4L/4L Frisch- & Altwassertank - 2 rotierende, Auto-Trocknung Wischmops, Bis 280m² wischen, 6000Pa ...",amazon.de,2,"{""title"": ""Suchergebnis Auf Amazon.de Für: Reinigungsroboter"", ""url"": ""https://www.amazon.de/reinigungsroboter/s?k=reinigungsroboter"", ""snippet"": ""Xiaomi Robot Vacuum X20+ Saugroboter mit Absaugstation und 4L/4L Frisch- & Altwassertank - 2 rotierende, Auto-Trocknung Wischmops, Bis 280m² wischen, 6000Pa ..."", ""query"": ""Reinigungsroboter""}"
30,1,Reinigungsroboter,Einfach reinigen - Reinigungsroboter für Industrie,https://jk.de/Produkte/Reinigungsrobotik/Reinigungsroboter/,"Mit modernster Sensorik, KI-basierter Navigation und leistungsstarker Reinigungsmechanik sorgen unsere Roboter für maximale Sauberkeit, minimale Betriebskosten ...",jk.de,3,"{""title"": ""Einfach reinigen - Reinigungsroboter für Industrie"", ""url"": ""https://jk.de/Produkte/Reinigungsrobotik/Reinigungsroboter/"", ""snippet"": ""Mit modernster Sensorik, KI-basierter Navigation und leistungsstarker Reinigungsmechanik sorgen unsere Roboter für maximale Sauberkeit, minimale Betriebskosten ..."", ""query"": ""Reinigungsroboter""}"
31,1,Reinigungsroboter,Pudu CC1 – Professioneller Reinigungsroboter,https://shop.fenka.de/products/pudu-cc1-professioneller-reinigungsroboter?srsltid=AfmBOorcs9rM12SWQ7a0dn3STA9UEfW7FO4L66OHC9gSpFC_wer0ZtjU,"Der Pudu CC1 ist ein professioneller 4-in-1 Reinigungsroboter. Er ist für Flächen zwischen 400 und 1800qm geeignet. Klassische Einsatzszenarien sind Handel, ...",fenka.de,4,"{""title"": ""Pudu CC1 – Professioneller Reinigungsroboter"", ""url"": ""https://shop.fenka.de/products/pudu-cc1-professioneller-reinigungsroboter?srsltid=AfmBOorcs9rM12SWQ7a0dn3STA9UEfW7FO4L66OHC9gSpFC_wer0ZtjU"", ""snippet"": ""Der Pudu CC1 ist ein professioneller 4-in-1 Reinigungsroboter. Er ist für Flächen zwischen 400 und 1800qm geeignet. Klassische Einsatzszenarien sind Handel, ..."", ""query"": ""Reinigungsroboter""}"
32,1,Reinigungsroboter,CenoBot L4 – Kompakter Reinigungsroboter für präzise ...,https://www.ef-robotics.de/reinigungsroboter/cenobot-l4,Mit einer Reinigungsbreite von 450 mm und einer Flächenleistung von 1.944 m² pro Stunde sorgt er für effiziente Sauberkeit in stark frequentierten Bereichen.,ef-robotics.de,5,"{""title"": ""CenoBot L4 – Kompakter Reinigungsroboter für präzise ..."", ""url"": ""https://www.ef-robotics.de/reinigungsroboter/cenobot-l4"", ""snippet"": ""Mit einer Reinigungsbreite von 450 mm und einer Flächenleistung von 1.944 m² pro Stunde sorgt er für effiziente Sauberkeit in stark frequentierten Bereichen."", ""query"": ""Reinigungsroboter""}"
33,1,Reinigungsroboter,uClean-Serie - Professionelle Reinigungsroboter für jeden ...,https://unitedrobotics.group/de-de/robots/uclean-overview,uClean-Reinigungsroboter reinigen große Lagerflächen effizient. Sie staubsaugen mit 24 KPA Saugleistung und einem 12L Staubbeutel und entfernen beim Wischen ...,unitedrobotics.group,6,"{""title"": ""uClean-Serie - Professionelle Reinigungsroboter für jeden ..."", ""url"": ""https://unitedrobotics.group/de-de/robots/uclean-overview"", ""snippet"": ""uClean-Reinigungsroboter reinigen große Lagerflächen effizient. Sie staubsaugen mit 24 KPA Saugleistung und einem 12L Staubbeutel und entfernen beim Wischen ..."", ""query"": ""Reinigungsroboter""}"
34,1,Reinigungsroboter,Saugroboter & Wischroboter im Test,https://www.test.de/Saugroboter-im-Test-4806685-0/,Saugroboter im Test ✓ Staubsaugerroboter mit & ohne Wischfunktion ✓ Kaufberatung & Vergleichstabelle ✓ Jetzt Testergebnisse & Testsieger ...,test.de,7,"{""title"": ""Saugroboter & Wischroboter im Test"", ""url"": ""https://www.test.de/Saugroboter-im-Test-4806685-0/"", ""snippet"": ""Saugroboter im Test ✓ Staubsaugerroboter mit & ohne Wischfunktion ✓ Kaufberatung & Vergleichstabelle ✓ Jetzt Testergebnisse & Testsieger ..."", ""query"": ""Reinigungsroboter""}"
35,1,Reinigungsroboter,Reinigungsroboter für Gewerbe | Effiziente & ...,https://jeikner.de/produkte/reinigungsmaschinen-zubehoer/reinigungsroboter/?srsltid=AfmBOop7mDw39G_QBbo8ZhKIPqmgaQTzrV8z3SnbBVL2n6qDQ17ujcav,"Entdecken Sie innovative Reinigungsroboter für Unternehmen. Effiziente Reinigungslösungen für Büros, Hotels und Produktionsstätten – sparen Sie Zeit und ...",jeikner.de,8,"{""title"": ""Reinigungsroboter für Gewerbe | Effiziente & ..."", ""url"": ""https://jeikner.de/produkte/reinigungsmaschinen-zubehoer/reinigungsroboter/?srsltid=AfmBOop7mDw39G_QBbo8ZhKIPqmgaQTzrV8z3SnbBVL2n6qDQ17ujcav"", ""snippet"": ""Entdecken Sie innovative Reinigungsroboter für Unternehmen. Effiziente Reinigungslösungen für Büros, Hotels und Produktionsstätten – sparen Sie Zeit und ..."", ""query"": ""Reinigungsroboter""}"
36,1,Reinigungsroboter,Reinigungs-Roboter für 500 bis 10.000 qm/Tag CC1 Pudu ...,https://alpha11-shop.de/Reinigungs-Roboter-fuer-Flaechen-bis-10000qm-Tag-Leasing-36-Monate-Preis-pro-Monat,Mit einer Akku-Ladung kann der Roboter rund 8-9 Stunden fahren. Im Schnitt um die 500 qm wischen und bis 1.000 qm pro Stunde saugen. Mit den Kosten von unter 20 ...,alpha11-shop.de,9,"{""title"": ""Reinigungs-Roboter für 500 bis 10.000 qm/Tag CC1 Pudu ..."", ""url"": ""https://alpha11-shop.de/Reinigungs-Roboter-fuer-Flaechen-bis-10000qm-Tag-Leasing-36-Monate-Preis-pro-Monat"", ""snippet"": ""Mit einer Akku-Ladung kann der Roboter rund 8-9 Stunden fahren. Im Schnitt um die 500 qm wischen und bis 1.000 qm pro Stunde saugen. Mit den Kosten von unter 20 ..."", ""query"": ""Reinigungsroboter""}"
37,1,Bodenreinigungsmaschinen,Nilfisk Bodenreinigungsmaschinen und Bodenreiniger,https://www.wap-nilfisk-alto-shop.de/bodenreinigungsmaschinen,Mit unseren Nilfisk Bodenreinigungsmaschinen und Bodenreiniger in ✓unterschiedlichen Größen reinigen Sie Ihre Böden und Teppiche ✓staubfrei und ✓effi…,wap-nilfisk-alto-shop.de,1,"{""title"": ""Nilfisk Bodenreinigungsmaschinen und Bodenreiniger"", ""url"": ""https://www.wap-nilfisk-alto-shop.de/bodenreinigungsmaschinen"", ""snippet"": ""Mit unseren Nilfisk Bodenreinigungsmaschinen und Bodenreiniger in ✓unterschiedlichen Größen reinigen Sie Ihre Böden und Teppiche ✓staubfrei und ✓effi…"", ""query"": ""Bodenreinigungsmaschinen""}"
